X,Y
90.04444036738283,969.9870219822277
551.0828835165761,1350.1837059687384
78.02414180563292,863.3758442242569
957.8424618022817,1395.7624939536024
843.502497918172,1392.3016377825913
392.7457444111489,1228.0426577113035
715.6250253922263,1271.4234095093561
902.7711690009187,1447.917033894066
372.57779886144806,1099.934028453157
212.64591130632238,1072.1270264047964
79.93452891217137,804.8182513065891
358.0360802846731,1244.0960218709836
959.1444722922989,1371.4049492681363
788.3486319519064,1415.696691400835
439.3063506898747,1165.6472279522022
3.9363819086716907,293.8092635381992
65.27739947447334,863.0317999262996
835.817912934128,1304.741767234343
37.227638050010974,746.7428703521979
358.45002544224815,1135.1099597845387
69.60453126320111,790.1707756741484
654.622379842689,1274.5726058007406
953.702213379532,1358.0057768600966
447.14747843438585,1331.3042743885917
752.9528783759412,1332.071948723575
105.15487624245056,922.5540755276336
84.76035648441159,902.1214024003177
263.4665894176459,1161.6930077876527
288.9829916264041,1172.4588882882658
908.6258874208094,1375.6863377702937
577.7122476022399,1314.488335809784
295.87881808279474,1137.8133114823465
408.546984824389,1177.6954372314835
475.8582687448556,1294.694258675895
623.4909249263234,1355.2802284696334
435.86233668095906,1215.8860088758995
513.8530032319408,1226.6671731185181
734.6764600407115,1295.8630162585116
232.78367265233965,1031.225836184147
720.0498889206714,1254.7710185739438
645.6182336688615,1313.7873621061897
449.2133943706762,1205.1769633519712
390.601883563098,1181.7059364828617
98.08795364731203,933.9368271765182
595.1976170803506,1340.7840779687642
997.8159578546095,1420.6842467533152
276.80382416681357,1139.630358942891
596.5377858759059,1280.6637292154574
297.16576548272474,1141.1293035220774
40.77189377410587,748.7628381331103
120.37731059128173,904.9899688947655
724.0930409352027,1271.7375128015415
553.8938881944066,1267.102181299927
839.8691859260224,1370.9647762846198
335.51355797853637,1149.6438532862326
929.2317369787582,1389.5326691857226
175.7422728648326,1039.348776733144
184.32457383844059,1130.7152349076466
475.54428974575245,1153.7764806316006
708.0442984922115,1247.2478806289464
315.8313801290973,1174.6447339560943
64.32921546711569,790.8690835254196
854.6741033452499,1264.7593420005178
718.6688596992873,1330.2558383224975
512.4421236169699,1250.7137499055823
12.130295207709832,538.1294116306159
803.4073822643606,1400.2438016736478
726.1043006768089,1279.5956887390023
80.56472351072836,862.3402715329996
318.80979366711415,1145.2694480071145
956.1992256920284,1349.0180217143024
526.9775549779796,1297.5453597795831
904.4450829841327,1380.1338717308333
527.0416075337283,1314.2119029122248
714.6259572294583,1284.1536132168926
259.5814492091891,1093.8242479497678
791.5754418819018,1303.4102759597083
728.7453465186878,1296.1017415651386
683.5351094427162,1272.2108633849714
1.5071481318187585,85.43682685809098
419.09761162014337,1222.5500250765208
516.7287316993459,1304.8751616242287
562.1858210056178,1262.1495325416693
885.0617287352617,1371.5410283157807
764.0438284313246,1293.5959665911594
36.77861329421239,707.0564957949333
285.82556091050924,1220.8736692277446
220.63461392756628,1071.1475357317047
657.6485770837689,1370.4225684410876
507.7404918088299,1265.8393362253978
203.873069269764,956.4392552549988
299.27868097978313,1175.2245741110828
770.8259440099179,1375.6414919092945
36.925774371859966,698.7505067943828
112.48748367846498,983.916557630853
760.3645121813928,1367.207166816312
984.5264578772807,1405.1423640706796
563.9281652349802,1281.5398380293416
252.7979494362891,1055.4684410457817
137.8152600986659,1026.069954908265
67.74387058636349,822.7901086134113
582.0217096443465,1246.5322719433088
904.8946696405571,1324.460125077647
142.0019033188091,973.0448822838571
992.613984185732,1348.1705033241767
954.3408389938434,1365.01203235725
923.243209057389,1331.3752909727375
957.9101214646221,1384.8768719649322
189.44318315894998,1031.536459373243
584.4622379022519,1239.0954603463008
548.4640225890204,1270.2158280867282
140.67046952434225,1024.8279452023535
17.928418408795157,614.2153982183963
613.4092361462215,1288.0501477357802
335.1584815580521,1157.730395566095
510.77328269567664,1282.1926999889808
987.9724535643529,1413.5653674139699
935.7743680746387,1354.3015554964827
962.5164738184475,1410.9979864671327
320.0395403575652,1176.316995940379
151.60692883186667,1017.9923931533784
580.0997315211811,1263.1662335949925
791.0103628851205,1354.5964624578094
142.84042622736408,1000.7063952428756
556.3619797544494,1297.760475154094
676.4989480513722,1279.0774538719008
301.4736814941651,1268.862992792552
31.26134029107278,706.0387813437651
954.4598462701952,1316.6360449033891
235.19889527057848,1114.0812931326245
724.3366610166307,1392.3991682247174
188.5130408454453,1041.6208272320152
917.3889358200837,1352.1354300798644
708.8228677642586,1346.2811155970794
684.7100980177014,1267.125965256632
602.9544451962555,1260.932856461631
571.0759296346716,1317.0944663122625
199.682420164178,1061.3855137290714
589.3095289629032,1270.9977730313608
432.2807372651791,1255.0028264632795
892.9898051620735,1298.050580437607
548.3281498056652,1267.2298428611252
579.0806024305795,1362.870624930535
61.7757893165905,811.452564032652
860.092152742909,1393.3763747475239
210.05549086505326,1056.514389766737
293.9177235595191,1060.0144454723113
561.8150076500995,1208.8943875977714
700.5803054288223,1373.300737295093
892.9201187856843,1387.267182146662
241.01228130292284,1172.2661400588895
854.9848674108254,1353.9475067924438
473.2598758515139,1271.747535854318
610.1763119098354,1262.2168631402171
574.5374010238073,1244.2547688400307
522.521977056278,1291.177278017966
51.13508816739983,823.4631569880592
766.6391828644678,1318.603349367271
261.9105353608056,1082.6258295027512
391.36748897838396,1238.4047789827162
964.8733600200428,1425.0626487312554
994.7010278613267,1409.7794149920167
599.3240543093103,1283.4612628090615
764.2887339606216,1290.7889127416497
926.7018676797594,1430.139463786593
426.89333268473064,1146.6653613165224
125.39679894597971,973.844393469126
430.3528104098624,1210.84110436012
99.50743663778744,896.6190117634749
259.8729246994706,1094.755125260075
175.03393616791286,1050.2239418180036
431.55831513673803,1284.5966516267736
174.8989650088135,1061.1893902544791
794.9303900793235,1340.5299715314297
531.9668941790112,1269.955112580156
305.39639638159565,1195.642623342026
837.3414585041428,1426.3123488966432
355.7558177694966,1156.5852601187612
708.8870584867653,1296.8987888399902
859.7804862959689,1343.4842321596695
540.6306625295205,1289.2168842214082
558.2141238410218,1262.882385410593
336.29645869429544,1110.868468578485
366.89735159324107,1135.3624692671478
109.9352056002736,984.7599631765971
873.1338139945034,1362.9207423368246
924.6299429131406,1343.3884675318754
239.48914721209843,1063.0864918711716
500.98996777691843,1098.371528613548
858.4762789730842,1386.7941610008863
598.8807294356862,1229.5127637466378
221.91554628940239,1073.472456464173
413.47951466169263,1197.3737282557022
955.3594912426158,1343.694867376315
166.8633436941041,970.1565073188996
249.82640525389564,1096.218137149433
494.3834593571217,1165.4582715730357
131.69142068941954,936.6086489718057
682.5486149762312,1229.4466551720448
784.8363782863092,1386.0623720969825
600.0750049865335,1208.7062723517738
473.2851586449038,1244.484705297828
328.900624120864,1225.052209746454
128.18535026279426,894.1364073971164
283.3080481400763,1069.634913581844
520.9079785877501,1325.7358960929453
628.3337705550576,1337.76408226288
182.85198861552675,1099.4967236535028
33.422324466249066,682.3047517364519
136.51153995484077,1099.607751282259
325.48059741815905,1145.9317559351332
565.3193746114954,1265.053782538999
384.29483000069797,1166.4190481667058
568.4714791170236,1233.2398419123501
