X,Y
61.78591362202044,181.2751800645944
55.21709699411242,150.2197383964187
69.83410230007128,244.20858362785344
61.65673119690095,187.9560333072717
60.19819729254416,168.8484534501094
57.546630756222484,174.5506856973361
60.755925449293315,189.10388121175112
35.79916803221354,60.695035116042874
32.61491589853394,65.60602991065014
45.07419768160554,107.26006397359953
34.872737782705826,67.76807297486883
36.808368841719094,79.5070697530333
26.048830632130056,39.901359306823444
24.693146932686954,30.904478876172018
26.914228718532506,38.04807488790555
60.64098998589274,165.8766874281567
58.147753237530736,162.08331204505842
32.796128402890766,45.34287908363819
51.242161668248634,105.83825817095857
36.38975599156268,54.20926465407397
41.98691971855757,67.89378969273687
61.88624180347864,206.19324377583683
54.28310418964008,153.23590240967368
29.734296928371688,44.48125651941024
40.2887496081523,83.25846073865127
57.94359915782017,173.53564466119929
54.08515694766873,150.07573637003722
59.2000470423144,187.2426323105299
65.05938751261147,196.1476017991631
22.603173358444707,13.801055663469317
36.10549710054173,75.89554092712558
40.76502275896342,81.61787820802103
68.7845617522733,235.08091949200715
33.54554664339994,44.77690782625805
28.650633237265602,46.28960162152358
53.927757361130844,152.3771662122978
25.80451701519438,40.27226975177404
66.17511374737992,223.4003471597613
59.42558410932502,176.51385898092352
66.37556177167859,224.71605205525816
24.18920843189991,12.762842489956967
66.11753318398459,230.7380738095162
45.16080599175357,114.01161803240315
29.449766330345128,32.7928535986111
46.334494616449454,96.34603742131618
29.095229329099375,42.22612300091967
46.397010073104354,125.39646563728498
46.99655400968066,105.09505770026979
65.26354738368607,211.30059506600762
24.074954028575196,13.765363075943439
55.01152640026211,168.57653041633233
28.311498227185893,59.60597112522533
28.580587128495445,23.77012412702729
29.800142130552096,38.39175491401754
42.343787454372375,108.74443318250815
21.149492529605116,3.9290491954228344
25.29255651527943,34.3177074624475
20.38139896284196,24.192273777362775
58.181377993553255,157.04942682025265
39.90686813445501,57.78726881881752
63.50844235543321,211.061646653833
45.18356827097558,86.17996918404634
64.72578927731578,220.80891698508867
43.06863148667408,80.54776003038228
62.82410319220033,186.99668578778852
50.01287227636351,123.0497308338408
64.45861492728605,203.67280363606085
49.601129018567455,112.99970947642501
26.903690016931048,34.49675700651926
33.816989774212175,57.56705266081458
23.02318272579797,34.215446980270045
57.936794838088666,158.08672629708929
45.198283418169275,95.58430486988178
66.31701900546241,241.34524511737584
68.85507753942395,245.4813054372028
61.81969292761484,205.51999445077803
43.26597192486102,75.15773174901405
39.80544576065014,79.96559412168133
24.231995776421172,31.518955021594614
55.64085380484502,155.04812192071506
26.82718036562188,28.10060515260225
67.28267153385238,226.21464118461236
56.27316642561919,142.1733771927285
22.353343391552233,31.866324427514517
49.38394480727851,113.25638214195796
67.61808929074571,225.04555904509732
21.201886135903074,14.197887399182346
29.484871959109498,36.92198389396233
48.495635248612324,107.53451222461965
26.25658757239934,41.57425178339905
32.203210465771356,44.65534690679055
54.665698096204025,131.96724714847693
29.44675568050451,50.14156850725772
64.35179389438274,207.35300324036356
51.72811544397418,128.83632365362342
38.095508136635814,75.89964514703105
63.50717452564498,194.3356566252843
31.25912503075276,45.880473553561586
25.737123861417015,32.01255893943105
64.09121561878341,195.2606678033986
56.96433652083513,144.36493103688144
32.623728062739104,61.412473793930154
37.82978339614584,94.87350635127427
36.19090061913039,66.53156584473189
52.313346902981095,137.95536854824172
24.933356075871437,31.149867073778694
20.1167879360023,27.140824196752604
23.768858214061655,25.29734487722463
33.88874931676891,54.90521095608551
66.09637358400607,226.5513969844543
26.024902798729492,41.609601496780115
63.103426992601385,212.9510272687425
38.131888396003134,61.97072299348427
39.120049403166405,65.08062379760545
69.67143596712299,254.3066360224269
23.47790290214793,15.181726153925444
52.561943317551,146.9026487552262
50.00230381547943,99.60129700418568
64.8129308287705,221.21306814526938
29.647593512333508,46.068922620448504
51.911381218565325,134.61248332843758
35.11874191215113,51.42754596824402
51.349290844963534,136.62529212693454
30.650464121693364,49.87985124291627
60.09518292900798,189.33990894922516
27.027325692492873,40.427890135808504
46.957349688644726,133.43910782801376
25.10209122075178,35.473787137635526
46.76828302861172,114.22285008538448
48.65035196741553,116.2391967876425
28.07455863135685,36.39319209479268
56.509887512888675,165.96944235117164
55.585759418885516,159.74513043457284
34.735829376769104,55.75590646569398
25.320690200258348,37.29770555058558
43.272599970224896,103.88319398602144
23.11920812345381,23.609755289907355
51.34749974312669,133.8162484552223
30.28492326265429,53.87072924711482
33.57718928216046,68.54625043455027
25.037875238679884,21.948926509819618
30.656772692125244,29.84144645575136
28.133834672913032,47.22031610910518
